State_Count,Date,State,Active,Deceased,Recovered,State_Name
1,1-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
1,1-Apr-20,AP,67,0,1,Andhra Pradesh
1,1-Apr-21,AR,0,0,0,Arunachal Pradesh
1,1-Jan-20,AS,15,0,0,Assam
1,1-Jan-21,BR,3,0,0,Bihar
1,1-Apr-20,CH,2,0,0,Chandigarh
1,1-Apr-20,CT,0,0,0,Chhattisgarh
1,1-Dec-20,DD,0,0,0,Daman and Diu
1,1-Apr-20,DL,32,0,0,Delhi
1,1-Feb-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1,1-Apr-20,GA,0,0,0,Goa
1,1-Sep-20,GJ,13,0,0,Gujarat
1,1-Apr-20,HP,0,0,0,Himachal Pradesh
1,1-Apr-20,HR,0,0,10,Haryana
1,1-Oct-20,JH,0,0,0,Jharkhand
1,1-Apr-20,JK,7,0,1,Jammu and Kashmir
1,1-Apr-20,KA,9,0,1,Karnataka
1,1-Nov-20,KL,24,0,2,Kerala
1,1-Apr-20,LA,0,0,0,Ladakh
1,1-Apr-20,LD,0,0,0,Lakshadweep
1,1-Apr-20,MH,33,3,0,Maharashtra
1,1-Apr-20,ML,0,0,0,Meghalaya
1,1-Apr-20,MN,0,0,0,Manipur
1,1-Apr-20,MP,32,1,0,Madhya Pradesh
1,1-Apr-20,MZ,0,0,0,Mizoram
1,1-Apr-20,NL,0,0,0,Nagaland
1,1-Apr-20,OR,1,0,1,Odisha
1,1-Apr-20,PB,4,0,0,Punjab
1,1-Apr-20,PY,2,0,0,Puducherry
1,1-Apr-20,RJ,27,0,0,Rajasthan
1,1-Apr-20,SK,0,0,0,Sikkim
1,1-Apr-20,TG,30,3,0,Telangana
1,1-Apr-20,TN,110,0,0,Tamil Nadu
1,1-Apr-20,TR,0,0,0,Tripura
